	Ramlibacter_tataouinensis_TTB310	Limnohabitans_sp_Rim11_CXOM00000000.1	Curvibacter_lanceolatus_ATCC_NZ_KB9062531	Limnohabitans_sp_103DPR2_NZ.CP011834.1	Variovorax_paradoxus_EPS_NC_0149311	Limnohabitans_sp_2KL-27_NZ.CXOP00000000.1	Rhodoferax_saidenbachensis_ED16_AWQR010000011	Limnohabitans_sp_Rim47_2684622883	Limnohabitans_planktonicus_II-D5_NZ.LFYT00000000.1	Limnohabitans_sp_2KL-3_NZ.CXON00000000.1	Ramlibacter_tataouinensis_5_10	Curvibacter_sp_PAE_UM_NZ_KQ4833581	Ramlibacter_sp_Leaf400	Rhodoferax_ferrireducens_T118_CP0002671	121950.assembled	Variovorax_paradoxus_110B_NZ_KB9074501
Ramlibacter_tataouinensis_TTB310	1.0	0.7227011152416363	0.7750160251924422	0.7236757918552043	0.7715023693803147	0.7516981098109818	0.7544891605541973	0.7464840039254179	0.7515290111940293	0.7470727019498602	0.8029720806794047	0.7817532449406831	0.8178994436717656	0.7490748502993999	0.8037859619686811	0.7798974518334374
Limnohabitans_sp_Rim11_CXOM00000000.1	0.7244305352798059	1.0	0.7400405078597346	0.8165726695949251	0.7262421813403418	0.7488712328767126	0.7349285714285714	0.7508362520458256	0.7537259706643665	0.7517780624499594	0.722884420289855	0.7338654524089308	0.7237924411400244	0.7322238636363636	0.7249432114882511	0.7251245006657796
Curvibacter_lanceolatus_ATCC_NZ_KB9062531	0.7743391677675033	0.7389798358733884	1.0	0.7409405617977525	0.7633255130338339	0.7606931348221686	0.7566208242950099	0.7585459532374101	0.7605919708029191	0.7594455954323007	0.7678098013245029	0.7713948334466351	0.7697622616699547	0.7496778741865506	0.7705608134280167	0.76677496103896
Limnohabitans_sp_103DPR2_NZ.CP011834.1	0.7272531139835485	0.8175531726512528	0.7408799767171134	1.0	0.7268187734668333	0.7510524760383385	0.7381107940446655	0.7522433917197432	0.7533744680851072	0.750712222222223	0.7251173054587697	0.736013417431192	0.7264510353227778	0.7341997493734335	0.7258801767676769	0.7291100942126519
Variovorax_paradoxus_EPS_NC_0149311	0.7715479525222548	0.726115167785236	0.7631864772727266	0.7262526251526252	1.0	0.747757859209258	0.7522235527359235	0.743725357873211	0.7467228782287818	0.7439836381135713	0.7695804483188026	0.7683438744257276	0.7703955197132606	0.743977995110025	0.7685555337262595	0.8573525183150179
Limnohabitans_sp_2KL-27_NZ.CXOP00000000.1	0.7536050983899821	0.7499085020242913	0.7623168256721603	0.752132460317461	0.7489593170731688	1.0	0.7537950753768857	0.8308310120240477	0.8367865577227197	0.8407814939759036	0.7498638733705768	0.7589669090909104	0.7513810265811186	0.7461873817034695	0.7520866539561489	0.7510394366197194
Rhodoferax_saidenbachensis_ED16_AWQR010000011	0.7555724025974027	0.7363871731008726	0.7595404958677684	0.7378884892086334	0.7522444182389941	0.7553188524590162	1.0	0.7537930353430357	0.7577610891089108	0.7542168205128199	0.7501260457774265	0.7604442786069648	0.7517049342105259	0.75658081081081	0.7517118487394963	0.7539929824561407
Limnohabitans_sp_Rim47_2684622883	0.7484324401913871	0.7518844229217099	0.7588156771799625	0.7533485421591806	0.7475511651469104	0.8306128408527529	0.7534091469681397	1.0	0.8244678670360109	0.8239664757938562	0.7443792671166838	0.754685023255814	0.746265399610136	0.7459057613168729	0.746103225806451	0.747566321243523
Limnohabitans_planktonicus_II-D5_NZ.LFYT00000000.1	0.7518636954503249	0.7539926121372045	0.7614958987783597	0.7535912190963349	0.7483290018832394	0.8343471234309634	0.7561014418125644	0.8241756998880184	1.0	0.8448385809312634	0.747327602230484	0.7578456007568589	0.7503601904761895	0.7467450479233234	0.7516985044865397	0.7513711022840108
Limnohabitans_sp_2KL-3_NZ.CXON00000000.1	0.7478145586897189	0.7529756978653527	0.7590123310810815	0.7508602150537631	0.7455110896817742	0.8401160458452729	0.7527738729508191	0.8226454498714642	0.8480162174105175	1.0	0.7449217432052495	0.7538662397072272	0.7456747697974216	0.7456587234042542	0.7482614410905548	0.7480941468253967
Ramlibacter_tataouinensis_5_10	0.8042654327424394	0.7247545126353786	0.7692639223560904	0.7270599544937428	0.770842018348624	0.7504738116591917	0.7522724579663729	0.744362632084534	0.7499330053667279	0.7450208600182989	1.0	0.7754997247075022	0.801623195380172	0.7459025620496414	0.8009708989334681	0.7783006293266208
Curvibacter_sp_PAE_UM_NZ_KQ4833581	0.7825607142857139	0.7359472789115645	0.7742116573033708	0.7387127472527467	0.7713974085365857	0.7621016843971625	0.7629988439306368	0.7570848206071756	0.762272176308539	0.7557559033989264	0.7767440618411809	1.0	0.7806458096590899	0.7560804299481103	0.7785615215801016	0.7758856598016783
Ramlibacter_sp_Leaf400	0.8167420129270551	0.7245706398996231	0.7696148693904893	0.7259501173708927	0.7711696805304411	0.7500723981900465	0.7511832653061223	0.7444598067632847	0.7502162211981568	0.7456697887970613	0.7999463355834122	0.777847008547008	1.0	0.7461449618966978	0.8004534796573889	0.7788738810545686
Rhodoferax_ferrireducens_T118_CP0002671	0.7481208020050134	0.7318282828282816	0.7491960990247561	0.7338368159203985	0.7443276058631922	0.7457509032943687	0.7574061884669488	0.7460473513513511	0.7456570686070692	0.7444792291220557	0.7440282178217825	0.7541337104072401	0.7446180805484148	1.0	0.7424189743589757	0.7446290879211178
121950.assembled	0.8053048098433991	0.7239612035851469	0.7726624406779676	0.725720288115246	0.7699254823685956	0.7523193668528859	0.7510216306156404	0.7459777666998996	0.7528266990291258	0.7498238141335903	0.8011802456499503	0.7787187958884018	0.800428601807551	0.7437718723761545	1.0	0.7784714663143987
Variovorax_paradoxus_110B_NZ_KB9074501	0.7788713069908818	0.7273058011049714	0.7680172892209174	0.7290873368146222	0.8564426484018252	0.751467294350843	0.7540828662930339	0.7469148777895854	0.7505458137347125	0.7493178988326838	0.7757835858585851	0.7738997692307698	0.7773609375000007	0.7457232481450947	0.7752299935773921	1.0
