	Ramlibacter_tataouinensis_TTB310	Limnohabitans_sp_Rim11_CXOM00000000.1	Curvibacter_lanceolatus_ATCC_NZ_KB9062531	Limnohabitans_sp_103DPR2_NZ.CP011834.1	Variovorax_paradoxus_EPS_NC_0149311	Limnohabitans_sp_2KL-27_NZ.CXOP00000000.1	Rhodoferax_saidenbachensis_ED16_AWQR010000011	Limnohabitans_sp_Rim47_2684622883	Limnohabitans_planktonicus_II-D5_NZ.LFYT00000000.1	Limnohabitans_sp_2KL-3_NZ.CXON00000000.1	Ramlibacter_tataouinensis_5_10	Curvibacter_sp_PAE_UM_NZ_KQ4833581	Ramlibacter_sp_Leaf400	Rhodoferax_ferrireducens_T118_CP0002671	121950.assembled	Variovorax_paradoxus_110B_NZ_KB9074501
Ramlibacter_tataouinensis_TTB310	1.0	0.13176418344390295	0.2542221450989503	0.14466766591292196	0.29049894851614516	0.19021363515515163	0.21112682823431816	0.17241587307291467	0.18256248289477942	0.18217302438247068	0.3533722421953745	0.25796595389293375	0.41515149693114733	0.20013355509995048	0.3347811218114572	0.2866694277896146
Limnohabitans_sp_Rim11_CXOM00000000.1	0.18970616453268968	1.0	0.19656626809420538	0.5765310475659806	0.1761860010238413	0.3029095395420065	0.19133930527979817	0.2998759285202577	0.2834895804060783	0.3046579374885733	0.19072458330116804	0.2013468588365273	0.18522710407063125	0.18623427227718473	0.17731064685867975	0.1721061900252012
Curvibacter_lanceolatus_ATCC_NZ_KB9062531	0.15771453614808414	0.08402613186529953	1.0	0.08803157567035373	0.18457132015606212	0.12304883966893226	0.13993335282644417	0.11302368819649669	0.12528001302787914	0.12486221694013623	0.15529764845876068	0.15255852208797552	0.15724559292254328	0.13922170737844167	0.16002529056430492	0.1978464643607348
Limnohabitans_sp_103DPR2_NZ.CP011834.1	0.19244124695560424	0.5549248606010863	0.19814904755256477	1.0	0.1798430921054129	0.2979366651735746	0.1848706848210115	0.29852133700851036	0.27888749899968185	0.2992635030565219	0.1932496961570157	0.200896960096871	0.18473808271616754	0.18302589042843423	0.17790740849553668	0.1670989749643317
Variovorax_paradoxus_EPS_NC_0149311	0.18345062507098714	0.07555834407834122	0.18898898973327288	0.08291161717264399	1.0	0.10851220869091219	0.13317826131758972	0.10153796794707565	0.11276741489936135	0.10778788228579411	0.17386471325760686	0.1413937711721534	0.181321444496211	0.1283314722697174	0.16465064441711205	0.5588014939959857
Limnohabitans_sp_2KL-27_NZ.CXOP00000000.1	0.2607803900386151	0.2902932455951372	0.27368770877700077	0.29741352095324464	0.2372020564699664	1.0	0.2313308447087039	0.5465618621583422	0.5167477389965025	0.5721007801660168	0.24879336810034958	0.26008989357526907	0.25334861429129346	0.21995737055120798	0.24433022024487172	0.23022019232786745
Rhodoferax_saidenbachensis_ED16_AWQR010000011	0.20026542286210589	0.12636094757706529	0.21731877485358608	0.13135874529905567	0.20554677994794404	0.15818707142909852	1.0	0.1555048821179736	0.16366339769934243	0.15771293571146353	0.20402794789361767	0.2321805166455889	0.1966282841519488	0.24389738537804875	0.19241318301449084	0.2020964996920242
Limnohabitans_sp_Rim47_2684622883	0.24245607027236032	0.291790923663294	0.25472269358281563	0.3006322304619905	0.227622414165811	0.5541595789627921	0.22733486651537915	1.0	0.485763301216605	0.5185723771409172	0.23872279558754975	0.2525111998676931	0.2374321374342968	0.22476334139416793	0.2302716571453209	0.22179970142241018
Limnohabitans_planktonicus_II-D5_NZ.LFYT00000000.1	0.1568147972434825	0.1679504109214034	0.16950244510563012	0.17350278039454875	0.15342084736371647	0.32505211071742696	0.14209035022714	0.29911213531744013	1.0	0.3875019975105589	0.15518966132116133	0.15564023659692724	0.15257144863731345	0.13581009119871618	0.14614617071208486	0.14592058927754867
Limnohabitans_sp_2KL-3_NZ.CXON00000000.1	0.15778390749291607	0.17889099641910347	0.17325848365799576	0.1900160632732893	0.148719650508724	0.3567892341325295	0.14105472117513237	0.323185250206283	0.3871743185554446	1.0	0.15206116976174489	0.15901653835162263	0.15530009841026604	0.1350575132138462	0.1478865627657194	0.14424407720092317
Ramlibacter_tataouinensis_5_10	0.29732480736081196	0.11145534903787184	0.21595365537151182	0.11861462857258723	0.23697438637067494	0.15598574584842895	0.17683282879291348	0.1443992016619015	0.15556080569747371	0.1517288472556086	1.0	0.21340812732096506	0.3214191682451987	0.1745810355647818	0.3045972770220218	0.23247469677659555
Curvibacter_sp_PAE_UM_NZ_KQ4833581	0.29282226444877635	0.16382474436947278	0.28122581285633874	0.16947679102449253	0.25788298657756514	0.21882718103610171	0.2707836481346649	0.2091067189532374	0.21067481161982404	0.21364245114167796	0.2832735995119154	1.0	0.2811118569759226	0.26118622925928825	0.2734346115468426	0.25818030762171196
