gene_oid	gene_length	feature_type	start_coord	end_coord
2727790669	243	cleavage	21	22
2727790687	324	cleavage	26	27
2727790694	170	cleavage	28	29
2727790698	274	cleavage	25	26
2727790720	327	cleavage	29	30
2727790728	129	cleavage	23	24
2727790729	108	cleavage	23	24
2727790736	187	cleavage	33	34
2727790738	103	cleavage	19	20
2727790751	360	cleavage	29	30
2727790780	257	cleavage	25	26
2727790782	330	cleavage	20	21
2727790793	267	cleavage	27	28
2727790795	497	cleavage	25	26
2727790803	201	cleavage	27	28
2727790818	524	cleavage	20	21
2727790819	426	cleavage	28	29
2727790832	457	cleavage	27	28
2727790834	86	cleavage	19	20
2727790845	310	cleavage	22	23
2727790857	171	cleavage	20	21
2727790870	413	cleavage	25	26
2727790874	410	cleavage	24	25
2727790902	764	cleavage	27	28
2727790903	171	cleavage	26	27
2727790924	377	cleavage	26	27
2727790925	159	cleavage	21	22
2727790926	343	cleavage	22	23
2727790938	134	cleavage	48	49
2727790945	348	cleavage	29	30
2727790948	517	cleavage	19	20
2727790952	387	cleavage	29	30
2727790954	114	cleavage	21	22
2727790969	238	cleavage	28	29
2727790977	340	cleavage	21	22
2727790981	389	cleavage	22	23
2727790985	253	cleavage	37	38
2727791002	612	cleavage	19	20
2727791017	166	cleavage	20	21
2727791031	134	cleavage	27	28
2727791032	153	cleavage	24	25
2727791033	387	cleavage	27	28
2727791040	223	cleavage	23	24
2727791071	419	cleavage	22	23
2727791104	151	cleavage	25	26
2727791109	149	cleavage	19	20
2727791117	250	cleavage	25	26
2727791119	110	cleavage	22	23
2727791130	388	cleavage	21	22
2727791141	299	cleavage	23	24
2727791148	123	cleavage	29	30
2727791149	734	cleavage	23	24
2727791151	117	cleavage	22	23
2727791157	403	cleavage	29	30
2727791159	90	cleavage	22	23
2727791166	179	cleavage	22	23
2727791186	452	cleavage	36	37
2727791194	305	cleavage	23	24
2727791204	500	cleavage	22	23
2727791205	102	cleavage	24	25
2727791216	320	cleavage	26	27
2727791235	107	cleavage	27	28
2727791236	342	cleavage	44	45
2727791250	343	cleavage	30	31
2727791261	246	cleavage	21	22
2727791263	226	cleavage	21	22
2727791308	306	cleavage	26	27
2727791337	659	cleavage	30	31
2727791338	341	cleavage	23	24
2727791354	94	cleavage	19	20
2727791361	255	cleavage	20	21
2727791369	117	cleavage	24	25
2727791370	245	cleavage	21	22
2727791375	167	cleavage	23	24
2727791376	220	cleavage	26	27
2727791378	132	cleavage	29	30
2727791383	284	cleavage	24	25
2727791384	522	cleavage	37	38
2727791385	90	cleavage	21	22
2727791394	302	cleavage	23	24
2727791395	515	cleavage	29	30
2727791408	207	cleavage	21	22
2727791420	385	cleavage	22	23
2727791425	495	cleavage	18	19
2727791441	337	cleavage	25	26
2727791445	144	cleavage	17	18
2727791446	417	cleavage	28	29
2727791454	405	cleavage	31	32
2727791455	301	cleavage	23	24
2727791468	114	cleavage	19	20
2727791486	1067	cleavage	22	23
2727791507	160	cleavage	22	23
2727791508	209	cleavage	24	25
2727791509	214	cleavage	22	23
2727791514	327	cleavage	30	31
2727791520	618	cleavage	27	28
2727791521	214	cleavage	25	26
2727791552	40	cleavage	17	18
2727791556	176	cleavage	22	23
2727791557	164	cleavage	32	33
2727791571	273	cleavage	28	29
2727791572	714	cleavage	43	44
2727791575	321	cleavage	19	20
2727791577	324	cleavage	23	24
2727791583	70	cleavage	19	20
2727791594	356	cleavage	24	25
2727791599	485	cleavage	59	60
2727791601	312	cleavage	36	37
2727791646	192	cleavage	33	34
2727791649	492	cleavage	38	39
2727791651	109	cleavage	22	23
2727791656	342	cleavage	25	26
2727791666	388	cleavage	24	25
2727791670	359	cleavage	21	22
2727791695	434	cleavage	20	21
2727791700	320	cleavage	23	24
2727791713	317	cleavage	22	23
2727791715	473	cleavage	25	26
2727791724	322	cleavage	22	23
2727791732	264	cleavage	27	28
2727791738	236	cleavage	20	21
2727791741	357	cleavage	28	29
2727791750	179	cleavage	31	32
2727791785	870	cleavage	43	44
2727791786	156	cleavage	20	21
2727791804	206	cleavage	27	28
2727791805	576	cleavage	23	24
2727791815	219	cleavage	23	24
2727791821	342	cleavage	23	24
2727791822	172	cleavage	27	28
2727791841	190	cleavage	22	23
2727791852	664	cleavage	20	21
2727791863	332	cleavage	21	22
2727791878	265	cleavage	23	24
2727791881	299	cleavage	24	25
2727791888	170	cleavage	34	35
2727791898	458	cleavage	38	39
2727791901	225	cleavage	25	26
2727791902	718	cleavage	21	22
2727791905	234	cleavage	27	28
2727791906	105	cleavage	25	26
2727791913	112	cleavage	21	22
2727791927	150	cleavage	19	20
2727791928	395	cleavage	20	21
2727791929	78	cleavage	19	20
