2727790667	Ga0182879_10011
2727790668	Ga0182879_10012
2727790669	Ga0182879_10013
2727790670	Ga0182879_10014
2727790671	Ga0182879_10015
2727790672	Ga0182879_10016
2727790673	Ga0182879_10017
2727790674	Ga0182879_10018
2727790675	Ga0182879_10019
2727790676	Ga0182879_100110
2727790677	Ga0182879_10021
2727790678	Ga0182879_10022
2727790679	Ga0182879_10023
2727790680	Ga0182879_10024
2727790681	Ga0182879_10025
2727790682	Ga0182879_10026
2727790683	Ga0182879_10027
2727790684	Ga0182879_10028
2727790685	Ga0182879_10031
2727790686	Ga0182879_10032
2727790687	Ga0182879_10033
2727790688	Ga0182879_10034
2727790689	Ga0182879_10035
2727790690	Ga0182879_10036
2727790691	Ga0182879_10037
2727790692	Ga0182879_10038
2727790693	Ga0182879_10039
2727790694	Ga0182879_100310
2727790695	Ga0182879_100311
2727790696	Ga0182879_10041
2727790697	Ga0182879_10042
2727790698	Ga0182879_10043
2727790699	Ga0182879_10044
2727790700	Ga0182879_10045
2727790701	Ga0182879_10046
2727790702	Ga0182879_10047
2727790703	Ga0182879_10048
2727790704	Ga0182879_10049
2727790705	Ga0182879_100410
2727790706	Ga0182879_100411
2727790707	Ga0182879_100412
2727790708	Ga0182879_100413
2727790709	Ga0182879_100414
2727790710	Ga0182879_10051
2727790711	Ga0182879_10052
2727790712	Ga0182879_10053
2727790713	Ga0182879_10054
2727790714	Ga0182879_10055
2727790715	Ga0182879_10056
2727790716	Ga0182879_10057
2727790717	Ga0182879_10058
2727790718	Ga0182879_10059
2727790719	Ga0182879_100510
2727790720	Ga0182879_100511
2727790721	Ga0182879_100512
2727790722	Ga0182879_100513
2727790723	Ga0182879_100514
2727790724	Ga0182879_100515
2727790725	Ga0182879_10061
2727790726	Ga0182879_10062
2727790727	Ga0182879_10063
2727790728	Ga0182879_10064
2727790729	Ga0182879_10065
2727790730	Ga0182879_10066
2727790731	Ga0182879_10067
2727790732	Ga0182879_10068
2727790733	Ga0182879_10069
2727790734	Ga0182879_100610
2727790735	Ga0182879_100611
2727790736	Ga0182879_100612
2727790737	Ga0182879_100613
2727790738	Ga0182879_10071
2727790739	Ga0182879_10072
2727790740	Ga0182879_10073
2727790741	Ga0182879_10074
2727790742	Ga0182879_10075
2727790743	Ga0182879_10076
2727790744	Ga0182879_10077
2727790745	Ga0182879_10078
2727790746	Ga0182879_10079
2727790747	Ga0182879_100710
2727790748	Ga0182879_100711
2727790749	Ga0182879_100712
2727790750	Ga0182879_100713
2727790751	Ga0182879_100714
2727790752	Ga0182879_10081
2727790753	Ga0182879_10082
2727790754	Ga0182879_10083
2727790755	Ga0182879_10084
2727790756	Ga0182879_10085
2727790757	Ga0182879_10086
2727790758	Ga0182879_10087
2727790759	Ga0182879_10088
2727790760	Ga0182879_10089
2727790761	Ga0182879_100810
2727790762	Ga0182879_100811
2727790763	Ga0182879_100812
2727790764	Ga0182879_100813
